#,Image URL,Name,Subtitle,Type,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed
0323,https://img.pokemondb.net/sprites/scarlet-violet/icon/camerupt.png,Camerupt,,"['Fire', 'Ground']",460,70,100,70,105,75,40
0323,https://img.pokemondb.net/sprites/scarlet-violet/icon/camerupt-mega.png,Camerupt,Mega Camerupt,"['Fire', 'Ground']",560,70,120,100,145,105,20
0324,https://img.pokemondb.net/sprites/scarlet-violet/icon/torkoal.png,Torkoal,,['Fire'],470,70,85,140,85,70,20
0325,https://img.pokemondb.net/sprites/scarlet-violet/icon/spoink.png,Spoink,,['Psychic'],330,60,25,35,70,80,60
0326,https://img.pokemondb.net/sprites/scarlet-violet/icon/grumpig.png,Grumpig,,['Psychic'],470,80,45,65,90,110,80
0327,https://img.pokemondb.net/sprites/scarlet-violet/icon/spinda.png,Spinda,,['Normal'],360,60,60,60,60,60,60
0328,https://img.pokemondb.net/sprites/scarlet-violet/icon/trapinch.png,Trapinch,,['Ground'],290,45,100,45,45,45,10
0329,https://img.pokemondb.net/sprites/scarlet-violet/icon/vibrava.png,Vibrava,,"['Ground', 'Dragon']",340,50,70,50,50,50,70
0330,https://img.pokemondb.net/sprites/scarlet-violet/icon/flygon.png,Flygon,,"['Ground', 'Dragon']",520,80,100,80,80,80,100
0331,https://img.pokemondb.net/sprites/scarlet-violet/icon/cacnea.png,Cacnea,,['Grass'],335,50,85,40,85,40,35
0332,https://img.pokemondb.net/sprites/scarlet-violet/icon/cacturne.png,Cacturne,,"['Grass', 'Dark']",475,70,115,60,115,60,55
0333,https://img.pokemondb.net/sprites/scarlet-violet/icon/swablu.png,Swablu,,"['Normal', 'Flying']",310,45,40,60,40,75,50
0334,https://img.pokemondb.net/sprites/scarlet-violet/icon/altaria.png,Altaria,,"['Dragon', 'Flying']",490,75,70,90,70,105,80
0334,https://img.pokemondb.net/sprites/scarlet-violet/icon/altaria-mega.png,Altaria,Mega Altaria,"['Dragon', 'Fairy']",590,75,110,110,110,105,80
0335,https://img.pokemondb.net/sprites/scarlet-violet/icon/zangoose.png,Zangoose,,['Normal'],458,73,115,60,60,60,90
0336,https://img.pokemondb.net/sprites/scarlet-violet/icon/seviper.png,Seviper,,['Poison'],458,73,100,60,100,60,65
0337,https://img.pokemondb.net/sprites/scarlet-violet/icon/lunatone.png,Lunatone,,"['Rock', 'Psychic']",460,90,55,65,95,85,70
0338,https://img.pokemondb.net/sprites/scarlet-violet/icon/solrock.png,Solrock,,"['Rock', 'Psychic']",460,90,95,85,55,65,70
0339,https://img.pokemondb.net/sprites/scarlet-violet/icon/barboach.png,Barboach,,"['Water', 'Ground']",288,50,48,43,46,41,60
0340,https://img.pokemondb.net/sprites/scarlet-violet/icon/whiscash.png,Whiscash,,"['Water', 'Ground']",468,110,78,73,76,71,60
0341,https://img.pokemondb.net/sprites/scarlet-violet/icon/corphish.png,Corphish,,['Water'],308,43,80,65,50,35,35
0342,https://img.pokemondb.net/sprites/scarlet-violet/icon/crawdaunt.png,Crawdaunt,,"['Water', 'Dark']",468,63,120,85,90,55,55
0343,https://img.pokemondb.net/sprites/scarlet-violet/icon/baltoy.png,Baltoy,,"['Ground', 'Psychic']",300,40,40,55,40,70,55
0344,https://img.pokemondb.net/sprites/scarlet-violet/icon/claydol.png,Claydol,,"['Ground', 'Psychic']",500,60,70,105,70,120,75
0345,https://img.pokemondb.net/sprites/scarlet-violet/icon/lileep.png,Lileep,,"['Rock', 'Grass']",355,66,41,77,61,87,23
0346,https://img.pokemondb.net/sprites/scarlet-violet/icon/cradily.png,Cradily,,"['Rock', 'Grass']",495,86,81,97,81,107,43
0347,https://img.pokemondb.net/sprites/scarlet-violet/icon/anorith.png,Anorith,,"['Rock', 'Bug']",355,45,95,50,40,50,75
0348,https://img.pokemondb.net/sprites/scarlet-violet/icon/armaldo.png,Armaldo,,"['Rock', 'Bug']",495,75,125,100,70,80,45
0349,https://img.pokemondb.net/sprites/scarlet-violet/icon/feebas.png,Feebas,,['Water'],200,20,15,20,10,55,80
0350,https://img.pokemondb.net/sprites/scarlet-violet/icon/milotic.png,Milotic,,['Water'],540,95,60,79,100,125,81
0351,https://img.pokemondb.net/sprites/scarlet-violet/icon/castform.png,Castform,,['Normal'],420,70,70,70,70,70,70
0351,https://img.pokemondb.net/sprites/scarlet-violet/icon/castform-sunny.png,Castform,Sunny Form,['Fire'],420,70,70,70,70,70,70
0351,https://img.pokemondb.net/sprites/scarlet-violet/icon/castform-rainy.png,Castform,Rainy Form,['Water'],420,70,70,70,70,70,70
0351,https://img.pokemondb.net/sprites/scarlet-violet/icon/castform-snowy.png,Castform,Snowy Form,['Ice'],420,70,70,70,70,70,70
0352,https://img.pokemondb.net/sprites/scarlet-violet/icon/kecleon.png,Kecleon,,['Normal'],440,60,90,70,60,120,40
0353,https://img.pokemondb.net/sprites/scarlet-violet/icon/shuppet.png,Shuppet,,['Ghost'],295,44,75,35,63,33,45
0354,https://img.pokemondb.net/sprites/scarlet-violet/icon/banette.png,Banette,,['Ghost'],455,64,115,65,83,63,65
0354,https://img.pokemondb.net/sprites/scarlet-violet/icon/banette-mega.png,Banette,Mega Banette,['Ghost'],555,64,165,75,93,83,75
0355,https://img.pokemondb.net/sprites/scarlet-violet/icon/duskull.png,Duskull,,['Ghost'],295,20,40,90,30,90,25
0356,https://img.pokemondb.net/sprites/scarlet-violet/icon/dusclops.png,Dusclops,,['Ghost'],455,40,70,130,60,130,25
0357,https://img.pokemondb.net/sprites/scarlet-violet/icon/tropius.png,Tropius,,"['Grass', 'Flying']",460,99,68,83,72,87,51
0358,https://img.pokemondb.net/sprites/scarlet-violet/icon/chimecho.png,Chimecho,,['Psychic'],455,75,50,80,95,90,65
0359,https://img.pokemondb.net/sprites/scarlet-violet/icon/absol.png,Absol,,['Dark'],465,65,130,60,75,60,75
0359,https://img.pokemondb.net/sprites/scarlet-violet/icon/absol-mega.png,Absol,Mega Absol,['Dark'],565,65,150,60,115,60,115
0360,https://img.pokemondb.net/sprites/scarlet-violet/icon/wynaut.png,Wynaut,,['Psychic'],260,95,23,48,23,48,23
0361,https://img.pokemondb.net/sprites/scarlet-violet/icon/snorunt.png,Snorunt,,['Ice'],300,50,50,50,50,50,50
0362,https://img.pokemondb.net/sprites/scarlet-violet/icon/glalie.png,Glalie,,['Ice'],480,80,80,80,80,80,80
0362,https://img.pokemondb.net/sprites/scarlet-violet/icon/glalie-mega.png,Glalie,Mega Glalie,['Ice'],580,80,120,80,120,80,100
0363,https://img.pokemondb.net/sprites/scarlet-violet/icon/spheal.png,Spheal,,"['Ice', 'Water']",290,70,40,50,55,50,25
0364,https://img.pokemondb.net/sprites/scarlet-violet/icon/sealeo.png,Sealeo,,"['Ice', 'Water']",410,90,60,70,75,70,45
0365,https://img.pokemondb.net/sprites/scarlet-violet/icon/walrein.png,Walrein,,"['Ice', 'Water']",530,110,80,90,95,90,65
0366,https://img.pokemondb.net/sprites/scarlet-violet/icon/clamperl.png,Clamperl,,['Water'],345,35,64,85,74,55,32
0367,https://img.pokemondb.net/sprites/scarlet-violet/icon/huntail.png,Huntail,,['Water'],485,55,104,105,94,75,52
0368,https://img.pokemondb.net/sprites/scarlet-violet/icon/gorebyss.png,Gorebyss,,['Water'],485,55,84,105,114,75,52
0369,https://img.pokemondb.net/sprites/scarlet-violet/icon/relicanth.png,Relicanth,,"['Water', 'Rock']",485,100,90,130,45,65,55
0370,https://img.pokemondb.net/sprites/scarlet-violet/icon/luvdisc.png,Luvdisc,,['Water'],330,43,30,55,40,65,97
0371,https://img.pokemondb.net/sprites/scarlet-violet/icon/bagon.png,Bagon,,['Dragon'],300,45,75,60,40,30,50
0372,https://img.pokemondb.net/sprites/scarlet-violet/icon/shelgon.png,Shelgon,,['Dragon'],420,65,95,100,60,50,50
0373,https://img.pokemondb.net/sprites/scarlet-violet/icon/salamence.png,Salamence,,"['Dragon', 'Flying']",600,95,135,80,110,80,100
0373,https://img.pokemondb.net/sprites/scarlet-violet/icon/salamence-mega.png,Salamence,Mega Salamence,"['Dragon', 'Flying']",700,95,145,130,120,90,120
0374,https://img.pokemondb.net/sprites/scarlet-violet/icon/beldum.png,Beldum,,"['Steel', 'Psychic']",300,40,55,80,35,60,30
0375,https://img.pokemondb.net/sprites/scarlet-violet/icon/metang.png,Metang,,"['Steel', 'Psychic']",420,60,75,100,55,80,50
0376,https://img.pokemondb.net/sprites/scarlet-violet/icon/metagross.png,Metagross,,"['Steel', 'Psychic']",600,80,135,130,95,90,70
0376,https://img.pokemondb.net/sprites/scarlet-violet/icon/metagross-mega.png,Metagross,Mega Metagross,"['Steel', 'Psychic']",700,80,145,150,105,110,110
0377,https://img.pokemondb.net/sprites/scarlet-violet/icon/regirock.png,Regirock,,['Rock'],580,80,100,200,50,100,50
0378,https://img.pokemondb.net/sprites/scarlet-violet/icon/regice.png,Regice,,['Ice'],580,80,50,100,100,200,50
0379,https://img.pokemondb.net/sprites/scarlet-violet/icon/registeel.png,Registeel,,['Steel'],580,80,75,150,75,150,50
0380,https://img.pokemondb.net/sprites/scarlet-violet/icon/latias.png,Latias,,"['Dragon', 'Psychic']",600,80,80,90,110,130,110
0380,https://img.pokemondb.net/sprites/scarlet-violet/icon/latias-mega.png,Latias,Mega Latias,"['Dragon', 'Psychic']",700,80,100,120,140,150,110
0381,https://img.pokemondb.net/sprites/scarlet-violet/icon/latios.png,Latios,,"['Dragon', 'Psychic']",600,80,90,80,130,110,110
0381,https://img.pokemondb.net/sprites/scarlet-violet/icon/latios-mega.png,Latios,Mega Latios,"['Dragon', 'Psychic']",700,80,130,100,160,120,110
0382,https://img.pokemondb.net/sprites/scarlet-violet/icon/kyogre.png,Kyogre,,['Water'],670,100,100,90,150,140,90
0382,https://img.pokemondb.net/sprites/scarlet-violet/icon/kyogre-primal.png,Kyogre,Primal Kyogre,['Water'],770,100,150,90,180,160,90
0383,https://img.pokemondb.net/sprites/scarlet-violet/icon/groudon.png,Groudon,,['Ground'],670,100,150,140,100,90,90
0383,https://img.pokemondb.net/sprites/scarlet-violet/icon/groudon-primal.png,Groudon,Primal Groudon,"['Ground', 'Fire']",770,100,180,160,150,90,90
0384,https://img.pokemondb.net/sprites/scarlet-violet/icon/rayquaza.png,Rayquaza,,"['Dragon', 'Flying']",680,105,150,90,150,90,95
0384,https://img.pokemondb.net/sprites/scarlet-violet/icon/rayquaza-mega.png,Rayquaza,Mega Rayquaza,"['Dragon', 'Flying']",780,105,180,100,180,100,115
0385,https://img.pokemondb.net/sprites/scarlet-violet/icon/jirachi.png,Jirachi,,"['Steel', 'Psychic']",600,100,100,100,100,100,100
0386,https://img.pokemondb.net/sprites/scarlet-violet/icon/deoxys-normal.png,Deoxys,Normal Forme,['Psychic'],600,50,150,50,150,50,150
0386,https://img.pokemondb.net/sprites/scarlet-violet/icon/deoxys-attack.png,Deoxys,Attack Forme,['Psychic'],600,50,180,20,180,20,150
0386,https://img.pokemondb.net/sprites/scarlet-violet/icon/deoxys-defense.png,Deoxys,Defense Forme,['Psychic'],600,50,70,160,70,160,90
0386,https://img.pokemondb.net/sprites/scarlet-violet/icon/deoxys-speed.png,Deoxys,Speed Forme,['Psychic'],600,50,95,90,95,90,180
0387,https://img.pokemondb.net/sprites/scarlet-violet/icon/turtwig.png,Turtwig,,['Grass'],318,55,68,64,45,55,31
0388,https://img.pokemondb.net/sprites/scarlet-violet/icon/grotle.png,Grotle,,['Grass'],405,75,89,85,55,65,36
0389,https://img.pokemondb.net/sprites/scarlet-violet/icon/torterra.png,Torterra,,"['Grass', 'Ground']",525,95,109,105,75,85,56
0390,https://img.pokemondb.net/sprites/scarlet-violet/icon/chimchar.png,Chimchar,,['Fire'],309,44,58,44,58,44,61
0391,https://img.pokemondb.net/sprites/scarlet-violet/icon/monferno.png,Monferno,,"['Fire', 'Fighting']",405,64,78,52,78,52,81
0392,https://img.pokemondb.net/sprites/scarlet-violet/icon/infernape.png,Infernape,,"['Fire', 'Fighting']",534,76,104,71,104,71,108
0393,https://img.pokemondb.net/sprites/scarlet-violet/icon/piplup.png,Piplup,,['Water'],314,53,51,53,61,56,40
0394,https://img.pokemondb.net/sprites/scarlet-violet/icon/prinplup.png,Prinplup,,['Water'],405,64,66,68,81,76,50
0395,https://img.pokemondb.net/sprites/scarlet-violet/icon/empoleon.png,Empoleon,,"['Water', 'Steel']",530,84,86,88,111,101,60
0396,https://img.pokemondb.net/sprites/scarlet-violet/icon/starly.png,Starly,,"['Normal', 'Flying']",245,40,55,30,30,30,60
0397,https://img.pokemondb.net/sprites/scarlet-violet/icon/staravia.png,Staravia,,"['Normal', 'Flying']",340,55,75,50,40,40,80
0398,https://img.pokemondb.net/sprites/scarlet-violet/icon/staraptor.png,Staraptor,,"['Normal', 'Flying']",485,85,120,70,50,60,100
0399,https://img.pokemondb.net/sprites/scarlet-violet/icon/bidoof.png,Bidoof,,['Normal'],250,59,45,40,35,40,31
0400,https://img.pokemondb.net/sprites/scarlet-violet/icon/bibarel.png,Bibarel,,"['Normal', 'Water']",410,79,85,60,55,60,71
0401,https://img.pokemondb.net/sprites/scarlet-violet/icon/kricketot.png,Kricketot,,['Bug'],194,37,25,41,25,41,25
0402,https://img.pokemondb.net/sprites/scarlet-violet/icon/kricketune.png,Kricketune,,['Bug'],384,77,85,51,55,51,65
0403,https://img.pokemondb.net/sprites/scarlet-violet/icon/shinx.png,Shinx,,['Electric'],263,45,65,34,40,34,45
0404,https://img.pokemondb.net/sprites/scarlet-violet/icon/luxio.png,Luxio,,['Electric'],363,60,85,49,60,49,60
0405,https://img.pokemondb.net/sprites/scarlet-violet/icon/luxray.png,Luxray,,['Electric'],523,80,120,79,95,79,70
0406,https://img.pokemondb.net/sprites/scarlet-violet/icon/budew.png,Budew,,"['Grass', 'Poison']",280,40,30,35,50,70,55
0407,https://img.pokemondb.net/sprites/scarlet-violet/icon/roserade.png,Roserade,,"['Grass', 'Poison']",515,60,70,65,125,105,90
0408,https://img.pokemondb.net/sprites/scarlet-violet/icon/cranidos.png,Cranidos,,['Rock'],350,67,125,40,30,30,58
0409,https://img.pokemondb.net/sprites/scarlet-violet/icon/rampardos.png,Rampardos,,['Rock'],495,97,165,60,65,50,58
0410,https://img.pokemondb.net/sprites/scarlet-violet/icon/shieldon.png,Shieldon,,"['Rock', 'Steel']",350,30,42,118,42,88,30
0411,https://img.pokemondb.net/sprites/scarlet-violet/icon/bastiodon.png,Bastiodon,,"['Rock', 'Steel']",495,60,52,168,47,138,30
0412,https://img.pokemondb.net/sprites/scarlet-violet/icon/burmy-plant.png,Burmy,Plant Cloak,['Bug'],224,40,29,45,29,45,36
0412,https://img.pokemondb.net/sprites/scarlet-violet/icon/burmy-sandy.png,Burmy,Sandy Cloak,['Bug'],224,40,29,45,29,45,36
0412,https://img.pokemondb.net/sprites/scarlet-violet/icon/burmy-trash.png,Burmy,Trash Cloak,['Bug'],224,40,29,45,29,45,36
0413,https://img.pokemondb.net/sprites/scarlet-violet/icon/wormadam-plant.png,Wormadam,Plant Cloak,"['Bug', 'Grass']",424,60,59,85,79,105,36
0413,https://img.pokemondb.net/sprites/scarlet-violet/icon/wormadam-sandy.png,Wormadam,Sandy Cloak,"['Bug', 'Ground']",424,60,79,105,59,85,36
0413,https://img.pokemondb.net/sprites/scarlet-violet/icon/wormadam-trash.png,Wormadam,Trash Cloak,"['Bug', 'Steel']",424,60,69,95,69,95,36
0414,https://img.pokemondb.net/sprites/scarlet-violet/icon/mothim.png,Mothim,,"['Bug', 'Flying']",424,70,94,50,94,50,66
0415,https://img.pokemondb.net/sprites/scarlet-violet/icon/combee.png,Combee,,"['Bug', 'Flying']",244,30,30,42,30,42,70
0416,https://img.pokemondb.net/sprites/scarlet-violet/icon/vespiquen.png,Vespiquen,,"['Bug', 'Flying']",474,70,80,102,80,102,40
0417,https://img.pokemondb.net/sprites/scarlet-violet/icon/pachirisu.png,Pachirisu,,['Electric'],405,60,45,70,45,90,95
0418,https://img.pokemondb.net/sprites/scarlet-violet/icon/buizel.png,Buizel,,['Water'],330,55,65,35,60,30,85
0419,https://img.pokemondb.net/sprites/scarlet-violet/icon/floatzel.png,Floatzel,,['Water'],495,85,105,55,85,50,115
0420,https://img.pokemondb.net/sprites/scarlet-violet/icon/cherubi.png,Cherubi,,['Grass'],275,45,35,45,62,53,35
0421,https://img.pokemondb.net/sprites/scarlet-violet/icon/cherrim.png,Cherrim,,['Grass'],450,70,60,70,87,78,85
0422,https://img.pokemondb.net/sprites/scarlet-violet/icon/shellos.png,Shellos,,['Water'],325,76,48,48,57,62,34
0423,https://img.pokemondb.net/sprites/scarlet-violet/icon/gastrodon.png,Gastrodon,,"['Water', 'Ground']",475,111,83,68,92,82,39
0424,https://img.pokemondb.net/sprites/scarlet-violet/icon/ambipom.png,Ambipom,,['Normal'],482,75,100,66,60,66,115
0425,https://img.pokemondb.net/sprites/scarlet-violet/icon/drifloon.png,Drifloon,,"['Ghost', 'Flying']",348,90,50,34,60,44,70
0426,https://img.pokemondb.net/sprites/scarlet-violet/icon/drifblim.png,Drifblim,,"['Ghost', 'Flying']",498,150,80,44,90,54,80
0427,https://img.pokemondb.net/sprites/scarlet-violet/icon/buneary.png,Buneary,,['Normal'],350,55,66,44,44,56,85
0428,https://img.pokemondb.net/sprites/scarlet-violet/icon/lopunny.png,Lopunny,,['Normal'],480,65,76,84,54,96,105
0428,https://img.pokemondb.net/sprites/scarlet-violet/icon/lopunny-mega.png,Lopunny,Mega Lopunny,"['Normal', 'Fighting']",580,65,136,94,54,96,135
0429,https://img.pokemondb.net/sprites/scarlet-violet/icon/mismagius.png,Mismagius,,['Ghost'],495,60,60,60,105,105,105
0430,https://img.pokemondb.net/sprites/scarlet-violet/icon/honchkrow.png,Honchkrow,,"['Dark', 'Flying']",505,100,125,52,105,52,71
0431,https://img.pokemondb.net/sprites/scarlet-violet/icon/glameow.png,Glameow,,['Normal'],310,49,55,42,42,37,85
0432,https://img.pokemondb.net/sprites/scarlet-violet/icon/purugly.png,Purugly,,['Normal'],452,71,82,64,64,59,112
0433,https://img.pokemondb.net/sprites/scarlet-violet/icon/chingling.png,Chingling,,['Psychic'],285,45,30,50,65,50,45
0434,https://img.pokemondb.net/sprites/scarlet-violet/icon/stunky.png,Stunky,,"['Poison', 'Dark']",329,63,63,47,41,41,74
0435,https://img.pokemondb.net/sprites/scarlet-violet/icon/skuntank.png,Skuntank,,"['Poison', 'Dark']",479,103,93,67,71,61,84
0436,https://img.pokemondb.net/sprites/scarlet-violet/icon/bronzor.png,Bronzor,,"['Steel', 'Psychic']",300,57,24,86,24,86,23
0437,https://img.pokemondb.net/sprites/scarlet-violet/icon/bronzong.png,Bronzong,,"['Steel', 'Psychic']",500,67,89,116,79,116,33
0438,https://img.pokemondb.net/sprites/scarlet-violet/icon/bonsly.png,Bonsly,,['Rock'],290,50,80,95,10,45,10
0439,https://img.pokemondb.net/sprites/scarlet-violet/icon/mime-jr.png,Mime Jr.,,"['Psychic', 'Fairy']",310,20,25,45,70,90,60
0440,https://img.pokemondb.net/sprites/scarlet-violet/icon/happiny.png,Happiny,,['Normal'],220,100,5,5,15,65,30
0441,https://img.pokemondb.net/sprites/scarlet-violet/icon/chatot.png,Chatot,,"['Normal', 'Flying']",411,76,65,45,92,42,91
0442,https://img.pokemondb.net/sprites/scarlet-violet/icon/spiritomb.png,Spiritomb,,"['Ghost', 'Dark']",485,50,92,108,92,108,35
0443,https://img.pokemondb.net/sprites/scarlet-violet/icon/gible.png,Gible,,"['Dragon', 'Ground']",300,58,70,45,40,45,42
0444,https://img.pokemondb.net/sprites/scarlet-violet/icon/gabite.png,Gabite,,"['Dragon', 'Ground']",410,68,90,65,50,55,82
0445,https://img.pokemondb.net/sprites/scarlet-violet/icon/garchomp.png,Garchomp,,"['Dragon', 'Ground']",600,108,130,95,80,85,102
0445,https://img.pokemondb.net/sprites/scarlet-violet/icon/garchomp-mega.png,Garchomp,Mega Garchomp,"['Dragon', 'Ground']",700,108,170,115,120,95,92
0446,https://img.pokemondb.net/sprites/scarlet-violet/icon/munchlax.png,Munchlax,,['Normal'],390,135,85,40,40,85,5
0447,https://img.pokemondb.net/sprites/scarlet-violet/icon/riolu.png,Riolu,,['Fighting'],285,40,70,40,35,40,60
0448,https://img.pokemondb.net/sprites/scarlet-violet/icon/lucario.png,Lucario,,"['Fighting', 'Steel']",525,70,110,70,115,70,90
0448,https://img.pokemondb.net/sprites/scarlet-violet/icon/lucario-mega.png,Lucario,Mega Lucario,"['Fighting', 'Steel']",625,70,145,88,140,70,112
0449,https://img.pokemondb.net/sprites/scarlet-violet/icon/hippopotas.png,Hippopotas,,['Ground'],330,68,72,78,38,42,32
0450,https://img.pokemondb.net/sprites/scarlet-violet/icon/hippowdon.png,Hippowdon,,['Ground'],525,108,112,118,68,72,47
0451,https://img.pokemondb.net/sprites/scarlet-violet/icon/skorupi.png,Skorupi,,"['Poison', 'Bug']",330,40,50,90,30,55,65
0452,https://img.pokemondb.net/sprites/scarlet-violet/icon/drapion.png,Drapion,,"['Poison', 'Dark']",500,70,90,110,60,75,95
0453,https://img.pokemondb.net/sprites/scarlet-violet/icon/croagunk.png,Croagunk,,"['Poison', 'Fighting']",300,48,61,40,61,40,50
0454,https://img.pokemondb.net/sprites/scarlet-violet/icon/toxicroak.png,Toxicroak,,"['Poison', 'Fighting']",490,83,106,65,86,65,85
0455,https://img.pokemondb.net/sprites/scarlet-violet/icon/carnivine.png,Carnivine,,['Grass'],454,74,100,72,90,72,46
0456,https://img.pokemondb.net/sprites/scarlet-violet/icon/finneon.png,Finneon,,['Water'],330,49,49,56,49,61,66
0457,https://img.pokemondb.net/sprites/scarlet-violet/icon/lumineon.png,Lumineon,,['Water'],460,69,69,76,69,86,91
0458,https://img.pokemondb.net/sprites/scarlet-violet/icon/mantyke.png,Mantyke,,"['Water', 'Flying']",345,45,20,50,60,120,50
0459,https://img.pokemondb.net/sprites/scarlet-violet/icon/snover.png,Snover,,"['Grass', 'Ice']",334,60,62,50,62,60,40
0460,https://img.pokemondb.net/sprites/scarlet-violet/icon/abomasnow.png,Abomasnow,,"['Grass', 'Ice']",494,90,92,75,92,85,60
0460,https://img.pokemondb.net/sprites/scarlet-violet/icon/abomasnow-mega.png,Abomasnow,Mega Abomasnow,"['Grass', 'Ice']",594,90,132,105,132,105,30
0461,https://img.pokemondb.net/sprites/scarlet-violet/icon/weavile.png,Weavile,,"['Dark', 'Ice']",510,70,120,65,45,85,125
0462,https://img.pokemondb.net/sprites/scarlet-violet/icon/magnezone.png,Magnezone,,"['Electric', 'Steel']",535,70,70,115,130,90,60
0463,https://img.pokemondb.net/sprites/scarlet-violet/icon/lickilicky.png,Lickilicky,,['Normal'],515,110,85,95,80,95,50
0464,https://img.pokemondb.net/sprites/scarlet-violet/icon/rhyperior.png,Rhyperior,,"['Ground', 'Rock']",535,115,140,130,55,55,40
0465,https://img.pokemondb.net/sprites/scarlet-violet/icon/tangrowth.png,Tangrowth,,['Grass'],535,100,100,125,110,50,50
0466,https://img.pokemondb.net/sprites/scarlet-violet/icon/electivire.png,Electivire,,['Electric'],540,75,123,67,95,85,95
0467,https://img.pokemondb.net/sprites/scarlet-violet/icon/magmortar.png,Magmortar,,['Fire'],540,75,95,67,125,95,83
0468,https://img.pokemondb.net/sprites/scarlet-violet/icon/togekiss.png,Togekiss,,"['Fairy', 'Flying']",545,85,50,95,120,115,80
0469,https://img.pokemondb.net/sprites/scarlet-violet/icon/yanmega.png,Yanmega,,"['Bug', 'Flying']",515,86,76,86,116,56,95
0470,https://img.pokemondb.net/sprites/scarlet-violet/icon/leafeon.png,Leafeon,,['Grass'],525,65,110,130,60,65,95
0471,https://img.pokemondb.net/sprites/scarlet-violet/icon/glaceon.png,Glaceon,,['Ice'],525,65,60,110,130,95,65
0472,https://img.pokemondb.net/sprites/scarlet-violet/icon/gliscor.png,Gliscor,,"['Ground', 'Flying']",510,75,95,125,45,75,95
0473,https://img.pokemondb.net/sprites/scarlet-violet/icon/mamoswine.png,Mamoswine,,"['Ice', 'Ground']",530,110,130,80,70,60,80
0474,https://img.pokemondb.net/sprites/scarlet-violet/icon/porygon-z.png,Porygon-Z,,['Normal'],535,85,80,70,135,75,90
0475,https://img.pokemondb.net/sprites/scarlet-violet/icon/gallade.png,Gallade,,"['Psychic', 'Fighting']",518,68,125,65,65,115,80
0475,https://img.pokemondb.net/sprites/scarlet-violet/icon/gallade-mega.png,Gallade,Mega Gallade,"['Psychic', 'Fighting']",618,68,165,95,65,115,110
0476,https://img.pokemondb.net/sprites/scarlet-violet/icon/probopass.png,Probopass,,"['Rock', 'Steel']",525,60,55,145,75,150,40
0477,https://img.pokemondb.net/sprites/scarlet-violet/icon/dusknoir.png,Dusknoir,,['Ghost'],525,45,100,135,65,135,45
0478,https://img.pokemondb.net/sprites/scarlet-violet/icon/froslass.png,Froslass,,"['Ice', 'Ghost']",480,70,80,70,80,70,110
0479,https://img.pokemondb.net/sprites/scarlet-violet/icon/rotom.png,Rotom,,"['Electric', 'Ghost']",440,50,50,77,95,77,91
0479,https://img.pokemondb.net/sprites/scarlet-violet/icon/rotom-heat.png,Rotom,Heat Rotom,"['Electric', 'Fire']",520,50,65,107,105,107,86
0479,https://img.pokemondb.net/sprites/scarlet-violet/icon/rotom-wash.png,Rotom,Wash Rotom,"['Electric', 'Water']",520,50,65,107,105,107,86
0479,https://img.pokemondb.net/sprites/scarlet-violet/icon/rotom-frost.png,Rotom,Frost Rotom,"['Electric', 'Ice']",520,50,65,107,105,107,86
0479,https://img.pokemondb.net/sprites/scarlet-violet/icon/rotom-fan.png,Rotom,Fan Rotom,"['Electric', 'Flying']",520,50,65,107,105,107,86
0479,https://img.pokemondb.net/sprites/scarlet-violet/icon/rotom-mow.png,Rotom,Mow Rotom,"['Electric', 'Grass']",520,50,65,107,105,107,86
0480,https://img.pokemondb.net/sprites/scarlet-violet/icon/uxie.png,Uxie,,['Psychic'],580,75,75,130,75,130,95
0481,https://img.pokemondb.net/sprites/scarlet-violet/icon/mesprit.png,Mesprit,,['Psychic'],580,80,105,105,105,105,80
0482,https://img.pokemondb.net/sprites/scarlet-violet/icon/azelf.png,Azelf,,['Psychic'],580,75,125,70,125,70,115
0483,https://img.pokemondb.net/sprites/scarlet-violet/icon/dialga.png,Dialga,,"['Steel', 'Dragon']",680,100,120,120,150,100,90
0483,https://img.pokemondb.net/sprites/scarlet-violet/icon/dialga-origin.png,Dialga,Origin Forme,"['Steel', 'Dragon']",680,100,100,120,150,120,90
0484,https://img.pokemondb.net/sprites/scarlet-violet/icon/palkia.png,Palkia,,"['Water', 'Dragon']",680,90,120,100,150,120,100
0484,https://img.pokemondb.net/sprites/scarlet-violet/icon/palkia-origin.png,Palkia,Origin Forme,"['Water', 'Dragon']",680,90,100,100,150,120,120
0485,https://img.pokemondb.net/sprites/scarlet-violet/icon/heatran.png,Heatran,,"['Fire', 'Steel']",600,91,90,106,130,106,77
0486,https://img.pokemondb.net/sprites/scarlet-violet/icon/regigigas.png,Regigigas,,['Normal'],670,110,160,110,80,110,100
0487,https://img.pokemondb.net/sprites/scarlet-violet/icon/giratina-altered.png,Giratina,Altered Forme,"['Ghost', 'Dragon']",680,150,100,120,100,120,90
0487,https://img.pokemondb.net/sprites/scarlet-violet/icon/giratina-origin.png,Giratina,Origin Forme,"['Ghost', 'Dragon']",680,150,120,100,120,100,90
0488,https://img.pokemondb.net/sprites/scarlet-violet/icon/cresselia.png,Cresselia,,['Psychic'],580,120,70,110,75,120,85
0489,https://img.pokemondb.net/sprites/scarlet-violet/icon/phione.png,Phione,,['Water'],480,80,80,80,80,80,80
